job_id,job_title,company,location,posted_date,role_category,salary_usd,description
1506,Lead Data Scientist,Quicksilver Payments,Singapore,2025-10-19,Data Scientist,124500,"Quicksilver Payments seeks an experienced Lead Data Scientist to support our expanding analytics function. Day-to-day responsibilities include working with Python, TensorFlow, Statistics, Machine Learning, NLP, and Scikit-learn to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Ideal for candidates with 4-6 years of industry experience."
1532,Junior Data Analyst,Juniper Cybersecurity,"San Francisco, CA",2025-10-19,Data Analyst,112500,"As a Junior Data Analyst at Juniper Cybersecurity, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: ETL, Git, Data warehousing, and MongoDB. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. Ideal for candidates with 4-6 years of industry experience."
90,Analytics Engineer,Sable Energy,"Toronto, Canada",2025-10-20,Data Engineer,112500,"As a Analytics Engineer at Sable Energy, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: AWS, SQL, Airflow, Python, Google Cloud Platform, and Snowflake. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. Entry-level candidates with strong internship experience are encouraged to apply."
804,Senior Data Engineer,Nectar Foods,"Hyderabad, India",2025-10-20,Data Engineer,40500,"Join Nectar Foods as a Senior Data Engineer! You'll be responsible for building and maintaining systems that rely on Snowflake, Redshift, Spark, Airflow, Hadoop, Python, and BigQuery. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. 5+ years of professional experience required."
864,Data Scientist,Summit Cloud Solutions,"New York, NY",2025-10-20,Data Scientist,157000,"Summit Cloud Solutions seeks an experienced Data Scientist to support our expanding analytics function. Day-to-day responsibilities include working with Spark, SQL, Machine Learning, Deep Learning, and AWS to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Minimum of 2 years in a similar role."
976,Senior Data Scientist,Lighthouse AI,"Pune, India",2025-10-20,Data Scientist,53500,"We are looking for a Senior Data Scientist to join our growing team at Lighthouse AI. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Statistics, Python, Deep Learning, and NLP. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. 5+ years of professional experience required."
1810,Applied Data Scientist,Opaline Cosmetics Analytics,"Washington, DC",2025-10-20,Data Scientist,129500,"We are looking for a Applied Data Scientist to join our growing team at Opaline Cosmetics Analytics. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Machine Learning, Deep Learning, SQL, Spark, A/B testing, PyTorch, and Python. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. Minimum of 2 years in a similar role."
1997,Senior Data Scientist,Prism Media Analytics,"Pune, India",2025-10-20,Data Scientist,43000,"Join Prism Media Analytics as a Senior Data Scientist! You'll be responsible for building and maintaining systems that rely on Python, NLP, TensorFlow, Scikit-learn, A/B testing, and AWS. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. Minimum of 2 years in a similar role."
128,Data Scientist II,Cortex Systems,"San Francisco, CA",2025-10-21,Data Scientist,178500,"We are looking for a Data Scientist II to join our growing team at Cortex Systems. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Python, TensorFlow, SQL, Spark, Tableau, and AWS. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. Minimum of 2 years in a similar role."
764,ML Ops Engineer,Bluepeak Technologies,"Austin, TX",2025-10-21,ML Engineer,166000,"Bluepeak Technologies seeks an experienced ML Ops Engineer to support our expanding analytics function. Day-to-day responsibilities include working with Spark, NLP, TensorFlow, Git, and Python to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. 3+ years of relevant experience preferred."
870,Senior Data Analyst,Hilltop Ventures,"Austin, TX",2025-10-21,Data Analyst,71500,"We are looking for a Senior Data Analyst to join our growing team at Hilltop Ventures. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with A/B testing, Tableau, Git, and SQL. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. 3+ years of relevant experience preferred."
1878,Senior Data Engineer,Fenwick Pharma,"Bengaluru, India",2025-10-21,Data Engineer,57500,"As a Senior Data Engineer at Fenwick Pharma, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: AWS, Hadoop, Docker, Google Cloud Platform, ETL, Python, and Spark. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. 3+ years of relevant experience preferred."
1099,Marketing Data Analyst,Orbit Financial Services,"San Francisco, CA",2025-10-22,Data Analyst,72500,"We are looking for a Marketing Data Analyst to join our growing team at Orbit Financial Services. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Statistics, Excel, Power BI, SQL, Looker, Data warehousing, and Tableau. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. 5+ years of professional experience required."
1309,Research Data Scientist,Opaline Cosmetics Analytics,"Dublin, Ireland",2025-10-22,Data Scientist,117500,"We are looking for a Research Data Scientist to join our growing team at Opaline Cosmetics Analytics. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with SQL, Python, Deep Learning, Spark, NLP, A/B testing, and TensorFlow. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. Ideal for candidates with 4-6 years of industry experience."
407,Data Scientist II,Rustic Agritech,"San Francisco, CA",2025-10-23,Data Scientist,136500,"We are looking for a Data Scientist II to join our growing team at Rustic Agritech. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Scikit-learn, A/B testing, Machine Learning, and Python. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. 5+ years of professional experience required."
